,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
4078,Sat Jun 19 01:48:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,584,473,HdinHafizuddin,1788,4401,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Muar, Johor"
4079,Sat Jun 19 01:48:58 +0000 2021,"<a href=""https://twitter.com/CaronaUpdates"" rel=""nofollow"">Carona Updates</a>","Covid-19 Cases Surge in Africa, Near First Wave Peak - WHO https://t.co/XwCHq980WU #Africa #Coronavirus #Covid19 https://t.co/8LCMldP355",0.175,0.3666666666666667,en,4,5,Corona_SSYT,1847,1,False,"[{'text': 'Africa', 'indices': [98, 105]}, {'text': 'Coronavirus', 'indices': [106, 118]}, {'text': 'Covid19', 'indices': [119, 127]}]","[{'screen_name': 'allafrica', 'name': 'allAfrica.com', 'id': 16683014, 'id_str': '16683014', 'indices': [3, 13]}]",
4080,Sat Jun 19 01:49:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/TI0vK8DQLw,0.0,0.0,en,584,475,alifidham52,83,114,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Pantai Dalam, KL"
4081,Sat Jun 19 01:49:34 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reminder why developing and poor countries trust China. China tried to help some of these countries. Now there is a… https://t.co/uNnxBPtL1B,-0.4,0.6,en,0,0,Utafiti,13,38,,[],[],
4082,Sat Jun 19 01:49:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccin… https://t.co/5knRXo5d3A",0.1666666666666667,0.6333333333333333,en,1335,117,XWoman54,3102,300,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]","Toronto, Ontario, Canada."
4083,Sat Jun 19 01:50:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,584,476,haliadanserai,31,132,True,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
4084,Sat Jun 19 01:51:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I don't think we should rush emergency approved vaccines on children when serious illness from covid is so rare on… https://t.co/O8g2oKeRlz,-0.016666666666666663,0.7833333333333333,en,16,4,Moe27615584,82,252,,[],"[{'screen_name': 'm_etxe_ar', 'name': 'M To', 'id': 279970727, 'id_str': '279970727', 'indices': [3, 13]}]",
4085,Sat Jun 19 01:51:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer nee… https://t.co/F9Y4aRKaKR",-0.0625,0.25,en,191,131,miers_dsm,22,243,,"[{'text': 'COVID19', 'indices': [26, 34]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",
4086,Sat Jun 19 01:51:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Want to get “back to normal?” Get #vaccinated! All available #COVID19 vaccines are recognized by @US_FDA as safe an… https://t.co/r1cuH27DWJ,0.271875,0.38749999999999996,en,1,1,jcschleman,238,930,,"[{'text': 'vaccinated', 'indices': [49, 60]}, {'text': 'COVID19', 'indices': [76, 84]}]","[{'screen_name': 'NHCouncil', 'name': 'National Health Council', 'id': 18772032, 'id_str': '18772032', 'indices': [3, 13]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [112, 119]}]",Washington DC
4087,Sat Jun 19 01:52:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,587,477,ilmyxsa,1217,473,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",My comfort zone
4088,Sat Jun 19 01:52:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccin… https://t.co/5knRXo5d3A",0.1666666666666667,0.6333333333333333,en,1374,118,billksays,26,38,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]","Guelph, Ontario"
4089,Sat Jun 19 01:52:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GovMikeDeWine ""Johns Hopkins Medicine is administering all three COVID-19 vaccines: Pfizer-BioNTech, Moderna and J… https://t.co/dsrjl4Ut7S",0.0,0.0,en,0,0,AkrosBooks,1088,1585,False,[],"[{'screen_name': 'GovMikeDeWine', 'name': 'Governor Mike DeWine', 'id': 18820392, 'id_str': '18820392', 'indices': [0, 14]}]","Ohio, USA"
4090,Sat Jun 19 01:52:44 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I wasn't born yesterday, so going to illuminate a couple of @pfizer's claims:
1) Pfizer got US EUA on Dec 11, 2020.… https://t.co/y47OrLxJld",0.0,0.0,en,365,208,blastnost,1445,4385,,[],"[{'screen_name': 'kateelder', 'name': 'kateelder', 'id': 18872850, 'id_str': '18872850', 'indices': [3, 13]}, {'screen_name': 'pfizer', 'name': 'Pfizer Inc.', 'id': 56488059, 'id_str': '56488059', 'indices': [75, 82]}]",
4091,Sat Jun 19 01:52:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","As if we needed more reasons to vaccinate 💉 

1️⃣ vaccines protect us from #COVID19
2️⃣ vaccines drive total case c… https://t.co/UHRYnXD6ho",0.25,0.625,en,1,1,OhioBobcatsAT,259,211,,"[{'text': 'COVID19', 'indices': [91, 99]}]","[{'screen_name': 'covid_ohio', 'name': 'OHIO University Covid19 Operations', 'id': 1309249383108505601, 'id_str': '1309249383108505601', 'indices': [3, 14]}]","Athens, OH"
4092,Sat Jun 19 01:52:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cas… https://t.co/i6ztaAqfnD",0.16666666666666666,0.16666666666666666,en,119,106,noreen_orr,703,1851,,"[{'text': 'COVID19', 'indices': [120, 128]}]","[{'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [3, 11]}]","Cornwall, UK"
4093,Sat Jun 19 01:53:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hundreds of Indonesian Doctors and HW got infected of Covid19 even if they are already vaccinated with Sinovac. Isn… https://t.co/NM3stH4tIl,0.0,0.0,en,38,10,iAmSuperPissed,2019,1579,,[],"[{'screen_name': 'Pepsicollagen', 'name': 'Pepc Paloma', 'id': 2975831676, 'id_str': '2975831676', 'indices': [3, 17]}]",Philippines
4094,Sat Jun 19 01:53:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccin… https://t.co/5knRXo5d3A",0.1666666666666667,0.6333333333333333,en,1383,119,Shlee_Ashley,628,1929,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]",London Ontario
4095,Sat Jun 19 01:53:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Will be an interesting summer.,0.5,0.5,en,0,0,brian_frank,1377,815,,[],[],"London, ON"
4096,Sat Jun 19 01:53:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","About #COVID19 vaccines @ndtv, 14 Jun (1/2)
- Don’t expect very efficient &amp; safe COVID19 vax
- In short term, vax f… https://t.co/dvfMhg6miS",0.2333333333333333,0.3666666666666667,en,1677,1165,rainrain_little,617,65,,"[{'text': 'COVID19', 'indices': [24, 32]}]","[{'screen_name': 'DrLiMengYAN1', 'name': 'Dr. Li-Meng YAN', 'id': 1313128625680592896, 'id_str': '1313128625680592896', 'indices': [3, 16]}, {'screen_name': 'ndtv', 'name': 'NDTV', 'id': 37034483, 'id_str': '37034483', 'indices': [42, 47]}]",
4097,Sat Jun 19 01:53:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RELEASED: U.K. Technical Briefing on #SARSCoV2 Variants of Concern

1⃣ From sequenced reinfections, uptick from Del… https://t.co/t9dP7QtuEq",0.0,0.1,en,16,15,NareshMackerMD,1015,1094,,"[{'text': 'SARSCoV2', 'indices': [53, 62]}]","[{'screen_name': 'alvie_barr', 'name': 'Alvin', 'id': 1081743221988847616, 'id_str': '1081743221988847616', 'indices': [3, 14]}]",
4098,Sat Jun 19 01:53:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,587,478,muhdzahari,585,159,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Kota Bharu/Kuala Lumpur, MY"
4099,Sat Jun 19 01:53:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine… https://t.co/LmE1AJuLg5",0.5,0.6944444444444444,en,110,62,HP_Lynchburg,49,389,,"[{'text': 'COVID19', 'indices': [27, 35]}]","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}, {'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [66, 73]}]","Lynchburg, Virginia, USA"
4100,Sat Jun 19 01:53:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",New analysis shows that 2 doses of COVID-19 vaccines are highly effective against hospitalisation from the Delta (B… https://t.co/E8wBhOTRXy,0.36818181818181817,0.6272727272727273,en,274,120,LoloBunny9,3,13,,[],"[{'screen_name': 'AalishaSahukhan', 'name': 'Dr Aalisha Sahukhan', 'id': 1611331958, 'id_str': '1611331958', 'indices': [3, 19]}]",
4101,Sat Jun 19 01:53:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","6) Outside of #COVID19 vaccines, if I had a dime for every example of Pfizer's unsavory conduct when we've tried to… https://t.co/HgtiBCcwqM",0.0,0.05,en,48,11,blastnost,1445,4385,,"[{'text': 'COVID19', 'indices': [29, 37]}]","[{'screen_name': 'kateelder', 'name': 'kateelder', 'id': 18872850, 'id_str': '18872850', 'indices': [3, 13]}]",
4102,Sat Jun 19 01:53:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,587,479,MZSMH11,66,141,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
4103,Sat Jun 19 01:54:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in p… https://t.co/WaAOTHz4Hg",-0.19375,0.45,en,47,25,HSMoura,290,1372,,[],"[{'screen_name': 'paldhous', 'name': 'Peter Aldhous', 'id': 589535421, 'id_str': '589535421', 'indices': [3, 12]}]",São Paulo/Rio de Janeiro
4104,Sat Jun 19 01:55:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Migos talk vaccines at the 31 minute &amp; 30 second mark 👇https://t.co/tuoPDQwHLY According to the video nobody said… https://t.co/2MD2QaBqYB,0.0,0.0,en,0,0,Bear_River17,309,749,False,"[{'text': 'Migos', 'indices': [0, 6]}]",[],Toronto Canada
4105,Sat Jun 19 01:55:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thank you for this info graphic.,0.0,0.4,en,0,0,goodgyalscholar,464,412,,[],[],Trinidad and Tobago
4106,Sat Jun 19 01:55:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,587,481,adaswad,506,1001,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Kuala Lumpur Federal Territory
4107,Sat Jun 19 01:55:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccin… https://t.co/5knRXo5d3A",0.1666666666666667,0.6333333333333333,en,1426,120,saccone1T5,79,973,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]",Toronto
4108,Sat Jun 19 01:55:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course… https://t.co/VQzFpkeHyv",0.35,0.30000000000000004,en,2068,146,VideSulizan,418,102,,[],"[{'screen_name': 'paulreiddublin', 'name': 'Paul Reid', 'id': 255147207, 'id_str': '255147207', 'indices': [3, 18]}]","Texas, USA"
4109,Sat Jun 19 01:56:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight th… https://t.co/1Z0DDkQEru,0.5,0.5,en,493,203,AlvinPrima9,241,1279,,"[{'text': 'COVID19', 'indices': [64, 72]}]","[{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [3, 13]}]","Jakarta, Indonesia"
4110,Sat Jun 19 01:56:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,587,482,iamaddy84,30,93,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Kuala Lumpur
4111,Sat Jun 19 01:56:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,587,483,nxdxdx,122,214,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Malaysia
4112,Sat Jun 19 01:56:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We had the money for oxygen plants, but the Kutesa-Museveni axis got involved. We can afford to pay health workers… https://t.co/MVcoeg78Hd",0.0,0.0,en,17,9,sejemahad,1513,3110,,[],"[{'screen_name': 'MKSerumaga', 'name': 'Mary Serumaga', 'id': 993853055857774592, 'id_str': '993853055857774592', 'indices': [3, 14]}]",
4113,Sat Jun 19 01:57:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in p… https://t.co/WaAOTHz4Hg",-0.19375,0.45,en,51,26,dsimons1,1783,3328,,[],"[{'screen_name': 'paldhous', 'name': 'Peter Aldhous', 'id': 589535421, 'id_str': '589535421', 'indices': [3, 12]}]",
4114,Sat Jun 19 01:57:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,589,486,AINAHZWNI23,18,113,True,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Sibu, Sarawak"
4115,Sat Jun 19 01:57:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/shHeBYI9Oy",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
4116,Sat Jun 19 01:57:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 736,0,… https://t.co/iRS74V6VZk",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
4117,Sat Jun 19 01:57:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,23,… https://t.co/byRhv0nBnn",-0.75,1.0,en,0,0,PuneUpdater,88,0,,[],[],
4118,Sat Jun 19 01:58:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,590,487,AshrafNaharudin,598,680,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",Cyberjaya
4119,Sat Jun 19 01:58:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccin… https://t.co/5knRXo5d3A",0.1666666666666667,0.6333333333333333,en,1458,121,raehanbobby,485573,237298,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]","Toronto, Canada, US"
4120,Sat Jun 19 01:58:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MrMichaelBurkes Check out what the #Migos said about  the Vaccines 👇👇👇,0.0,0.0,en,0,0,Bear_River17,309,749,,"[{'text': 'Migos', 'indices': [36, 42]}]","[{'screen_name': 'MrMichaelBurkes', 'name': 'Michael Burkes', 'id': 199841160, 'id_str': '199841160', 'indices': [0, 16]}]",Toronto Canada
4121,Sat Jun 19 01:58:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.… https://t.co/6kP63dE4nO,0.03409090909090909,0.48863636363636365,en,297,107,Nouryia72,83,153,,[],"[{'screen_name': 'Milhouse_Van_Ho', 'name': 'Milhouse Van Houten 🗽🇨🇦', 'id': 1246065743294332928, 'id_str': '1246065743294332928', 'indices': [3, 19]}]","Ontario, Canada "
4122,Sat Jun 19 01:59:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccin… https://t.co/5knRXo5d3A",0.1666666666666667,0.6333333333333333,en,1463,122,PaulDeCampo,4871,3771,,"[{'text': 'COVID19', 'indices': [25, 33]}]","[{'screen_name': 'BogochIsaac', 'name': 'Isaac Bogoch', 'id': 1093695069176000512, 'id_str': '1093695069176000512', 'indices': [3, 15]}]","Toronto, Ontario"
4123,Sat Jun 19 01:59:13 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Ag… https://t.co/cMKcGPIWVY",0.35,0.55,en,137,43,mountkidd,1086,743,,[],"[{'screen_name': 'Artemis2030', 'name': 'Artemis 2030 🇦🇺', 'id': 1327857595558756352, 'id_str': '1327857595558756352', 'indices': [3, 15]}]","Alberta, Canada"
4124,Sat Jun 19 01:59:15 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","U.S. general: ‘wildfire of terrorism’ on march in Africa
 https://t.co/bv4QQiuXkF",0.05000000000000002,0.5,en,0,0,TCG_CrisisRisks,4007,2967,False,[],[],Australia - International 
4125,Sat Jun 19 01:59:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,591,488,khaidiranuar,419,593,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]","Malaysia , Pahang."
4126,Sat Jun 19 01:59:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,591,488,ahmadhakimi29,94,190,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
4127,Sat Jun 19 01:59:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in p… https://t.co/WaAOTHz4Hg",-0.19375,0.45,en,58,27,MatthewBoedy,3058,940,,[],"[{'screen_name': 'paldhous', 'name': 'Peter Aldhous', 'id': 589535421, 'id_str': '589535421', 'indices': [3, 12]}]","Gainesville, GA"
4128,Sat Jun 19 01:59:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,594,490,Sarah25568253,49,137,False,[],"[{'screen_name': 'shawajason', 'name': 'J. Shawa  جاسم الشوا', 'id': 431029718, 'id_str': '431029718', 'indices': [3, 14]}]",
4129,Sat Jun 19 02:00:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@JReinerMD @PeterHotez And we need to more than just vaccinate! Vaccines are fantastic but they are not the only th… https://t.co/ADk0ShbICP,0.3416666666666666,0.7999999999999999,en,0,0,LongCovidNYC,371,713,False,[],"[{'screen_name': 'JReinerMD', 'name': 'Jonathan Reiner', 'id': 537795028, 'id_str': '537795028', 'indices': [0, 10]}, {'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [11, 22]}]",
4130,Sat Jun 19 02:00:24 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","With just 5 weeks to go until opening ceremony, thousands of volunteers and officials start receiving #COVID19 vacc… https://t.co/oOqGleUErQ",0.0,0.0,en,0,0,DailySabah,482609,3,False,"[{'text': 'COVID19', 'indices': [102, 110]}]",[],Istanbul
4131,Sat Jun 19 02:00:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have ri… https://t.co/pdQpEVNO42",0.0,0.0,en,622,692,sagarsurve_10,480,2519,,[],"[{'screen_name': 'TelGlobalHealth', 'name': 'Telegraph Global Health Security', 'id': 1149218984346230784, 'id_str': '1149218984346230784', 'indices': [3, 19]}, {'screen_name': 'WHOAFRO', 'name': 'WHO African Region', 'id': 544389588, 'id_str': '544389588', 'indices': [102, 110]}]","Mumbai, India"
4132,Sat Jun 19 02:00:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@JReinerMD @PeterHotez And we need to do more than just vaccinate! Vaccines are fantastic but they are not the only… https://t.co/ledh0MfPxV,0.5125,0.7,en,0,0,LongCovidNYC,371,713,False,[],"[{'screen_name': 'JReinerMD', 'name': 'Jonathan Reiner', 'id': 537795028, 'id_str': '537795028', 'indices': [0, 10]}, {'screen_name': 'PeterHotez', 'name': 'Prof Peter Hotez MD PhD', 'id': 593289567, 'id_str': '593289567', 'indices': [11, 22]}]",
4133,Sat Jun 19 02:00:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amazing that this story completely ignores the latest data from the UK, showing vaccines are *highly* effective at… https://t.co/6wabCnUmiH",0.45000000000000007,0.75,en,8,6,staines_andyjoy,1530,1369,,[],"[{'screen_name': 'MattWolfAB', 'name': 'Matt Wolf', 'id': 749907618949263360, 'id_str': '749907618949263360', 'indices': [3, 14]}]","Calgary, Alberta"
4134,Sat Jun 19 02:00:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying d… https://t.co/QtBrpWJlxO",0.35,0.55,en,131,78,meenaseshu,1265,401,,[],"[{'screen_name': 'Winnie_Byanyima', 'name': 'Winnie Byanyima', 'id': 355696940, 'id_str': '355696940', 'indices': [3, 19]}]",Sangli
